[El/Fe]      Z            FDU          SDU          TDU_1        TDU_2        TDU_3        TDU_4        TDU_5        TDU_6        TDU_7        TDU_8        TDU_9        TDU_10       TDU_11       
Pm           61           \N           \N           \N           \N           \N           \N           \N           \N           \N           \N           \N           \N           \N           
Sm           62           0.00000E+00  0.00000E+00  0.00000E+00  2.77E-01     6.27E-01     8.84E-01     1.06E+00     1.18E+00     1.28E+00     1.35E+00     1.42E+00     1.48E+00     1.50E+00     
Eu           63           0.00000E+00  0.00000E+00  0.00000E+00  6.62E-02     2.00E-01     3.46E-01     4.65E-01     5.59E-01     6.36E-01     7.01E-01     7.59E-01     8.13E-01     8.36E-01     
Gd           64           0.00000E+00  0.00000E+00  0.00000E+00  1.79E-01     4.34E-01     6.38E-01     7.92E-01     9.11E-01     1.01E+00     1.09E+00     1.16E+00     1.22E+00     1.25E+00     
Tb           65           0.00000E+00  0.00000E+00  0.00000E+00  1.03E-01     2.98E-01     4.69E-01     5.96E-01     6.94E-01     7.73E-01     8.41E-01     9.02E-01     9.58E-01     9.83E-01     
Dy           66           0.00000E+00  0.00000E+00  0.00000E+00  1.68E-01     4.39E-01     6.55E-01     8.03E-01     9.11E-01     9.94E-01     1.06E+00     1.12E+00     1.18E+00     1.20E+00     
Ho           67           0.00000E+00  0.00000E+00  0.00000E+00  8.80E-02     2.67E-01     4.41E-01     5.69E-01     6.65E-01     7.39E-01     8.00E-01     8.53E-01     9.04E-01     9.24E-01     
Er           68           0.00000E+00  0.00000E+00  0.00000E+00  1.77E-01     4.67E-01     7.03E-01     8.66E-01     9.85E-01     1.07E+00     1.15E+00     1.21E+00     1.26E+00     1.29E+00     
Tm           69           0.00000E+00  0.00000E+00  0.00000E+00  1.24E-01     4.05E-01     6.44E-01     8.00E-01     9.08E-01     9.87E-01     1.05E+00     1.10E+00     1.15E+00     1.17E+00     
Yb           70           0.00000E+00  0.00000E+00  0.00000E+00  3.32E-01     7.21E-01     1.00E+00     1.19E+00     1.32E+00     1.41E+00     1.49E+00     1.56E+00     1.61E+00     1.64E+00     
Lu           71           0.00000E+00  0.00000E+00  0.00000E+00  1.90E-01     5.14E-01     7.74E-01     9.50E-01     1.07E+00     1.16E+00     1.23E+00     1.29E+00     1.34E+00     1.37E+00     
Hf           72           0.00000E+00  0.00000E+00  0.00000E+00  4.55E-01     8.63E-01     1.14E+00     1.33E+00     1.46E+00     1.56E+00     1.64E+00     1.70E+00     1.76E+00     1.79E+00     
Ta           73           0.00000E+00  0.00000E+00  0.00000E+00  3.63E-01     7.76E-01     1.06E+00     1.25E+00     1.38E+00     1.48E+00     1.55E+00     1.61E+00     1.67E+00     1.69E+00     
W            74           0.00000E+00  0.00000E+00  0.00000E+00  4.69E-01     9.12E-01     1.20E+00     1.39E+00     1.52E+00     1.62E+00     1.69E+00     1.75E+00     1.81E+00     1.83E+00     
Re           75           -4.07E-02    -4.30E-02    -4.30E-02    1.65E-01     4.49E-01     7.05E-01     8.93E-01     1.03E+00     1.13E+00     1.21E+00     1.27E+00     1.32E+00     1.35E+00     
Os           76           0.00000E+00  0.00000E+00  0.00000E+00  1.17E-01     3.29E-01     5.21E-01     6.63E-01     7.71E-01     8.56E-01     9.25E-01     9.84E-01     1.04E+00     1.06E+00     
Ir           77           0.00000E+00  0.00000E+00  0.00000E+00  2.18E-02     7.61E-02     1.46E-01     2.13E-01     2.72E-01     3.23E-01     3.67E-01     4.07E-01     4.46E-01     4.63E-01     
Pt           78           0.00000E+00  0.00000E+00  0.00000E+00  8.40E-02     2.57E-01     4.26E-01     5.54E-01     6.52E-01     7.31E-01     7.95E-01     8.51E-01     9.03E-01     9.24E-01     
Au           79           0.00000E+00  0.00000E+00  0.00000E+00  6.46E-02     2.21E-01     3.91E-01     5.24E-01     6.23E-01     6.98E-01     7.57E-01     8.07E-01     8.51E-01     8.70E-01     
Hg           80           0.00000E+00  0.00000E+00  0.00000E+00  4.27E-01     8.69E-01     1.16E+00     1.35E+00     1.48E+00     1.58E+00     1.66E+00     1.72E+00     1.77E+00     1.79E+00     
Tl           81           0.00000E+00  0.00000E+00  0.00000E+00  5.64E-01     1.06E+00     1.37E+00     1.56E+00     1.69E+00     1.79E+00     1.86E+00     1.92E+00     1.97E+00     1.99E+00     
Pb           82           0.00000E+00  0.00000E+00  0.00000E+00  6.44E-01     1.19E+00     1.52E+00     1.73E+00     1.86E+00     1.95E+00     2.02E+00     2.07E+00     2.11E+00     2.13E+00     
Bi           83           0.00000E+00  0.00000E+00  0.00000E+00  1.49E-01     4.39E-01     7.12E-01     9.11E-01     1.05E+00     1.16E+00     1.23E+00     1.30E+00     1.35E+00     1.37E+00     
